tag_name,name
Indie,iREC
Horror,iREC
Singleplayer,iREC
Early Access,>//:System.Hack
RPG,>//:System.Hack
Simulation,>//:System.Hack
Free to Play,Midas Gold Plus
Clicker,Midas Gold Plus
Indie,Midas Gold Plus
RPG,Dream Quest
Card Game,Dream Quest
Rogue-like,Dream Quest
Indie,Kamio Recoil
Action,Kamio Recoil
Anime,Kamio Recoil
Early Access,ToledoVR
Strategy,ToledoVR
Action,ToledoVR
Indie,Able Black
Puzzle,Able Black
Early Access,Ancient Guardian
Action,Ancient Guardian
Adventure,Ancient Guardian
Puzzle,Gorogoa
Adventure,Gorogoa
Indie,Gorogoa
Indie,Hello Charlotte EP2: Requiem Aeternam Deo
RPG,Hello Charlotte EP2: Requiem Aeternam Deo
Adventure,Hello Charlotte EP2: Requiem Aeternam Deo
Free to Play,Spooky Night
Action,Spooky Night
Casual,Spooky Night
Action,Germ Wars
Casual,Germ Wars
Indie,Germ Wars
Indie,Empyrean
Adventure,Empyrean
RPG,Empyrean
Action,I Hate Santa
Indie,I Hate Santa
Casual,I Hate Santa
Action,Giants: Citizen Kabuto
Adventure,Giants: Citizen Kabuto
RPG,Giants: Citizen Kabuto
Adventure,Pawn
Casual,Pawn
Violent,Pawn
Free to Play,Atom Fishing II
Simulation,Atom Fishing II
Fishing,Atom Fishing II
Indie,Goblet of Maya
Adventure,Goblet of Maya
Platformer,Goblet of Maya
Free to Play,Clicker Guild
Clicker,Clicker Guild
Casual,Clicker Guild
Action,My Pet Rock
Indie,My Pet Rock
Tower Defense,My Pet Rock
Casual,Magnificent Ships: Volume 1
VR,Magnificent Ships: Volume 1
Sailing,Magnificent Ships: Volume 1
Casual,Azurea Juncture
Visual Novel,Azurea Juncture
Anime,Azurea Juncture
Free to Play,Say Goodbye
Indie,Say Goodbye
Visual Novel,Say Goodbye
Indie,The Muybridge Mausoleum
Casual,The Muybridge Mausoleum
VR,The Muybridge Mausoleum
Indie,Beach Bowling Dream VR
Casual,Beach Bowling Dream VR
Sports,Beach Bowling Dream VR
Action,Teria
Adventure,Teria
Indie,Teria
Adventure,REVIVAL RESET
Anime,REVIVAL RESET
Action,JETPACK PORTER
Casual,JETPACK PORTER
Action,ROBUST ROAD ROLLER
Casual,ROBUST ROAD ROLLER
Strategy,Princess Kidnapper VR
Action,Princess Kidnapper VR
Adventure,Princess Kidnapper VR
Casual,Candy Island
Indie,Candy Island
VR,Candy Island
Early Access,Art of War: Red Tides
Free to Play,Art of War: Red Tides
Strategy,Art of War: Red Tides
Adventure,Odyssey - The Story of Science
Indie,Odyssey - The Story of Science
Physics,Odyssey - The Story of Science
Racing,Gravel
Sports,Gravel
Offroad,Gravel
Adventure,Among the Innocent: A Stricken Tale
Horror,Among the Innocent: A Stricken Tale
First-Person,Among the Innocent: A Stricken Tale
Adventure,Faces of Illusion: The Twin Phantoms
Casual,Faces of Illusion: The Twin Phantoms
Hidden Object,Faces of Illusion: The Twin Phantoms
Adventure,Fibrillation HD
Indie,Fibrillation HD
Exploration,Fibrillation HD
Adventure,Crossroad Mysteries: The Broken Deal
Casual,Crossroad Mysteries: The Broken Deal
Indie,Crossroad Mysteries: The Broken Deal
Early Access,Star Kingdom - The Elements
Strategy,Star Kingdom - The Elements
Indie,Star Kingdom - The Elements
Adventure,it's always monday
Indie,it's always monday
Simulation,it's always monday
Adventure,The Agency of Anomalies: Cinderstone Orphanage Collector's Edition
Casual,The Agency of Anomalies: Cinderstone Orphanage Collector's Edition
Hidden Object,The Agency of Anomalies: Cinderstone Orphanage Collector's Edition
Early Access,KYOTO TANOJI QUEST
Free to Play,KYOTO TANOJI QUEST
RPG,KYOTO TANOJI QUEST
Early Access,Tribal Siege
Action,Tribal Siege
Indie,Tribal Siege
Early Access,CRAFT: Work VR Shop
Simulation,CRAFT: Work VR Shop
Indie,CRAFT: Work VR Shop
Casual,Sonya: The Great Adventure
Adventure,Sonya: The Great Adventure
Indie,Sonya: The Great Adventure
Adventure,Queen's Quest 2: Stories of Forgotten Past
Casual,Queen's Quest 2: Stories of Forgotten Past
Hidden Object,Queen's Quest 2: Stories of Forgotten Past
Action,Children of Colossus
Indie,Children of Colossus
VR,Children of Colossus
Sexual Content,Club Naughty
Nudity,Club Naughty
Simulation,Club Naughty
Free to Play,Cosmic Sugar VR
Simulation,Cosmic Sugar VR
VR,Cosmic Sugar VR
Adventure,Zak McKracken and the Alien Mindbenders
Point & Click,Zak McKracken and the Alien Mindbenders
Classic,Zak McKracken and the Alien Mindbenders
Strategy,Phantom Doctrine
Turn-Based Tactics,Phantom Doctrine
Cold War,Phantom Doctrine
Adventure,Inner Voices
Indie,Inner Voices
Psychological Horror,Inner Voices
Early Access,Pinheads Bowling VR
Action,Pinheads Bowling VR
Casual,Pinheads Bowling VR
Action,"Ready, Aim, Splat!"
Indie,"Ready, Aim, Splat!"
Casual,"Ready, Aim, Splat!"
Action,Danny's War
Indie,Danny's War
Casual,Danny's War
Story Rich,Rakuen
Indie,Rakuen
RPGMaker,Rakuen
Early Access,Wayward Souls
Action,Wayward Souls
Indie,Wayward Souls
Sports,Thunder Spheres - Virtual Reality 3D Pool
Adventure,Thunder Spheres - Virtual Reality 3D Pool
Pool,Thunder Spheres - Virtual Reality 3D Pool
Massively Multiplayer,Illyriad - Grand Strategy MMO
Strategy,Illyriad - Grand Strategy MMO
Indie,Illyriad - Grand Strategy MMO
Adventure,A Fisherman's Tale
Indie,A Fisherman's Tale
VR,A Fisherman's Tale
Indie,Sunset Rangers
Survival,Sunset Rangers
Open World,Sunset Rangers
Action,Brocat: the B Game
Indie,Brocat: the B Game
Shoot 'Em Up,Brocat: the B Game
Sexual Content,Love Ribbon
Nudity,Love Ribbon
Visual Novel,Love Ribbon
Action,Outlaws + A Handful of Missions
Western,Outlaws + A Handful of Missions
FPS,Outlaws + A Handful of Missions
RPG,Betrayal Collection
Classic,Betrayal Collection
1990's,Betrayal Collection
Early Access,Witch It
Multiplayer,Witch It
Funny,Witch It
RPG,Vampire: The Masquerade - Redemption
Violent,Vampire: The Masquerade - Redemption
Vampire,Vampire: The Masquerade - Redemption
Nudity,Time Tenshi 2: Special Edition
Adventure,Time Tenshi 2: Special Edition
Indie,Time Tenshi 2: Special Edition
Racing,PAKO - Car Chase Simulator
Action,PAKO - Car Chase Simulator
Indie,PAKO - Car Chase Simulator
Simulation,Terroir
Strategy,Terroir
Indie,Terroir
Indie,Causality
Casual,Causality
Puzzle,Causality
Racing,Power Hover
Adventure,Power Hover
Action,Power Hover
Free to Play,ERR - 001
Adventure,ERR - 001
RPG,ERR - 001
Sexual Content,Ladykiller in a Bind
Nudity,Ladykiller in a Bind
Visual Novel,Ladykiller in a Bind
Early Access,Starship Survivor
Strategy,Starship Survivor
Action,Starship Survivor
Action,Xmas Shooting - Scramble!!
Indie,Xmas Shooting - Scramble!!
Anime,Xmas Shooting - Scramble!!
Indie,I was rebuilt
Adventure,I was rebuilt
Action,I was rebuilt
RPG,Pillars of Eternity II: Deadfire
Fantasy,Pillars of Eternity II: Deadfire
Isometric,Pillars of Eternity II: Deadfire
Action,PLANNES
Indie,PLANNES
Sports,PLANNES
Indie,World In Danger
Action,World In Danger
Singleplayer,World In Danger
Indie,A Number's life
Casual,A Number's life
Puzzle,A Number's life
Indie,Estiman
Casual,Estiman
Singleplayer,Estiman
Adventure,Black Swan
Casual,Black Swan
Hidden Object,Black Swan
Nudity,Galaxy Girls
Sexual Content,Galaxy Girls
Visual Novel,Galaxy Girls
Action,Thy Sword
RPG,Thy Sword
Indie,Thy Sword
Indie,Tower Ascent
Casual,Tower Ascent
Simulation,Tower Ascent
Strategy,Police Quest: SWAT
Action,Police Quest: SWAT
Simulation,Police Quest: SWAT
Simulation,SWAT 3: Tactical Game of the Year Edition
Action,SWAT 3: Tactical Game of the Year Edition
Violent,SWAT 3: Tactical Game of the Year Edition
Massively Multiplayer,MapleStory 2
RPG,MapleStory 2
MMORPG,MapleStory 2
Action,High Noon Revolver
Indie,High Noon Revolver
Pixel Graphics,High Noon Revolver
Early Access,void LINK
Strategy,void LINK
Indie,void LINK
Action,Breaking Bones
Indie,Breaking Bones
Strategy,PlanTechtor
Action,PlanTechtor
VR,PlanTechtor
Adventure,The Cabin: VR Escape the Room
Indie,The Cabin: VR Escape the Room
Action,The Cabin: VR Escape the Room
Action,Leap Up no jutsu
Indie,Leap Up no jutsu
Casual,Leap Up no jutsu
Casual,Dark Angels: Masquerade of Shadows
Adventure,Dark Angels: Masquerade of Shadows
Hidden Object,Dark Angels: Masquerade of Shadows
Casual,The Esoterica: Hollow Earth
Adventure,The Esoterica: Hollow Earth
Hidden Object,The Esoterica: Hollow Earth
Adventure,Shtriga: Summer Camp
Casual,Shtriga: Summer Camp
Hidden Object,Shtriga: Summer Camp
Casual,World Keepers: Last Resort
Adventure,World Keepers: Last Resort
Hidden Object,World Keepers: Last Resort
Action,Andoran Skye 1.5
Adventure,Andoran Skye 1.5
Strategy,Andoran Skye 1.5
Adventure,Red Spider2: Exiled
Visual Novel,Red Spider2: Exiled
Casual,The Saint: Abyss of Despair
Adventure,The Saint: Abyss of Despair
Hidden Object,The Saint: Abyss of Despair
Casual,Singing Stones VR
Indie,Singing Stones VR
Simulation,Singing Stones VR
Simulation,Marimba VR
Indie,Marimba VR
Casual,Marimba VR
Indie,Magic Tavern
Casual,Magic Tavern
VR,Magic Tavern
Simulation,Fireworks Desert Blast
VR,Fireworks Desert Blast
Adventure,Delicious - Emily's Home Sweet Home
Indie,Delicious - Emily's Home Sweet Home
Casual,Delicious - Emily's Home Sweet Home
Indie,Spirit
Casual,Spirit
Indie,The Price of Freedom
Adventure,The Price of Freedom
Story Rich,The Price of Freedom
Action,Disney's The Lion King
Adventure,Disney's The Lion King
Classic,Disney's The Lion King
Indie,Bamboo EP
Pixel Graphics,Bamboo EP
Action,Special Delivery
Indie,Special Delivery
Casual,Special Delivery
Indie,The Rabbit and The Owl
Local Co-Op,The Rabbit and The Owl
Puzzle-Platformer,The Rabbit and The Owl
Casual,Merlin adventurer store
Indie,Merlin adventurer store
Simulation,Merlin adventurer store
Action,VR Invaders
Cyberpunk,VR Invaders
VR,VR Invaders
Indie,Hot Plates
Casual,Hot Plates
Action,Hot Plates
Indie,Mutant Fighting Cup 2
Action,Mutant Fighting Cup 2
RPG,Mutant Fighting Cup 2
Adventure,96 Mill
Indie,96 Mill
Point & Click,96 Mill
Action,DragoDino
Indie,DragoDino
Platformer,DragoDino
Sports,Cricket Captain 2017
Simulation,Cricket Captain 2017
Strategy,Santa's Christmas Solitaire
Casual,Santa's Christmas Solitaire
Card Game,Santa's Christmas Solitaire
Action,Emission VR
Adventure,Emission VR
Indie,Emission VR
Indie,MidBoss
RPG,MidBoss
Rogue-like,MidBoss
Adventure,Just Ignore Them
Pixel Graphics,Just Ignore Them
Indie,Just Ignore Them
Free to Play,REALITY
Horror,REALITY
Indie,REALITY
Indie,Liquid Pinball
Casual,Liquid Pinball
Singleplayer,Liquid Pinball
Action,Kronos
RPG,Kronos
Indie,Kronos
Indie,The Inner Darkness
Casual,The Inner Darkness
Adventure,The Inner Darkness
Indie,Zup! 2
Casual,Zup! 2
Puzzle,Zup! 2
Strategy,Space Tyrant
Indie,Space Tyrant
Turn-Based Strategy,Space Tyrant
Indie,The Spirit Underneath
Adventure,The Spirit Underneath
Violent,The Spirit Underneath
RPG,Beastmancer
Indie,Beastmancer
Strategy,Beastmancer
Action,WAVESHAPER
Indie,WAVESHAPER
Casual,WAVESHAPER
Early Access,Shot Shot Tactic
Indie,Shot Shot Tactic
Action,Shot Shot Tactic
Action,Knights of Galiveth
Indie,Knights of Galiveth
RPG,Knights of Galiveth
Action,Spacecats with Lasers : The Outerspace
Indie,Spacecats with Lasers : The Outerspace
Casual,Spacecats with Lasers : The Outerspace
Adventure,Locked In VR
Indie,Locked In VR
Gore,Locked In VR
Adventure,Dwarflings
Indie,Dwarflings
Strategy,Dwarflings
Casual,"Planes, Bullets and Vodka"
Action,"Planes, Bullets and Vodka"
Indie,"Planes, Bullets and Vodka"
Strategy,Armor Clash II [RTS]
Action,Armor Clash II [RTS]
Simulation,Armor Clash II [RTS]
Strategy,Alien Hostage
Casual,Alien Hostage
Indie,Alien Hostage
Action,Salvage Op
Indie,Salvage Op
VR,Salvage Op
Sexual Content,Corona Blossom Vol.3 Journey to the Stars
Nudity,Corona Blossom Vol.3 Journey to the Stars
Visual Novel,Corona Blossom Vol.3 Journey to the Stars
Strategy,Warstone TD
Tower Defense,Warstone TD
Indie,Warstone TD
Casual,Attempt[42]
Indie,Attempt[42]
Puzzle,Attempt[42]
Free to Play,Cabals: Card Blitz
Strategy,Cabals: Card Blitz
Trading Card Game,Cabals: Card Blitz
Indie,Access Denied
Puzzle,Access Denied
Singleplayer,Access Denied
Indie,Our Wonderful World
Casual,Our Wonderful World
Casual,Introvert Quest
Adventure,Introvert Quest
RPG,Introvert Quest
Indie,Pandarama: The Lost Toys
Casual,Pandarama: The Lost Toys
Puzzle,Pandarama: The Lost Toys
Adventure,Masha Rescues Grandma
Indie,Masha Rescues Grandma
Casual,Masha Rescues Grandma
Indie,The Wizards Who Fell In A Hole
Casual,The Wizards Who Fell In A Hole
Action,The Wizards Who Fell In A Hole
Action,Immersion
Adventure,Immersion
Casual,Immersion
Action,Paintball 707
Massively Multiplayer,Paintball 707
Indie,Paintball 707
Early Access,MechDefender
Indie,MechDefender
Strategy,MechDefender
Action,ZombiesTown VR
Violent,ZombiesTown VR
Adventure,ZombiesTown VR
Indie,KORABLIK
Casual,KORABLIK
Simulation,KORABLIK
Early Access,HOUND
Indie,HOUND
Simulation,HOUND
Free to Play,Dragon Blood
Massively Multiplayer,Dragon Blood
RPG,Dragon Blood
Early Access,Ion Maiden
Action,Ion Maiden
FPS,Ion Maiden
Casual,Desolate Wastes: Vendor Chronicles
Action,Desolate Wastes: Vendor Chronicles
Indie,Desolate Wastes: Vendor Chronicles
Casual,interLOGIC
Indie,interLOGIC
Puzzle,interLOGIC
Sports,Graveball
Action,Graveball
Indie,Graveball
Adventure,Dispersio
Indie,Dispersio
Platformer,Dispersio
Action,de Blob 2
Adventure,de Blob 2
Indie,de Blob 2
Strategy,Slay
Turn-Based,Slay
Singleplayer,Slay
Adventure,Lemuria: Lost in Space
RPG,Lemuria: Lost in Space
Indie,Lemuria: Lost in Space
Action,Steel Empire
Steampunk,Steel Empire
2D,Steel Empire
Casual,Mountain Trap: The Manor of Memories
Indie,Mountain Trap: The Manor of Memories
Hidden Object,Mountain Trap: The Manor of Memories
Indie,Mountain Trap 2: Under the Cloak of Fear
Casual,Mountain Trap 2: Under the Cloak of Fear
Hidden Object,Mountain Trap 2: Under the Cloak of Fear
Casual,Blue Tear
Indie,Blue Tear
Hidden Object,Blue Tear
Early Access,Market Tycoon
Indie,Market Tycoon
Simulation,Market Tycoon
Action,Don't Touch The Zombies
Indie,Don't Touch The Zombies
Casual,Don't Touch The Zombies
Indie,Shadows
Adventure,Shadows
Puzzle-Platformer,Shadows
Early Access,Children of the Galaxy
Indie,Children of the Galaxy
Simulation,Children of the Galaxy
Early Access,Necroball
Sports,Necroball
Strategy,Necroball
RPG,Void Pyramid
Pixel Graphics,Void Pyramid
Sci-fi,Void Pyramid
Adventure,Reaping Rewards
VR,Reaping Rewards
Early Access,Earth Liberation
Strategy,Earth Liberation
Action,Earth Liberation
Early Access,The 8th Day
Indie,The 8th Day
Gore,The 8th Day
Visual Novel,When Our Journey Ends - A Visual Novel
Casual,When Our Journey Ends - A Visual Novel
Simulation,When Our Journey Ends - A Visual Novel
Indie,Nevrosa: Escape
Violent,Nevrosa: Escape
Adventure,Nevrosa: Escape
Free to Play,Alien Swarm: Reactive Drop
Co-op,Alien Swarm: Reactive Drop
Multiplayer,Alien Swarm: Reactive Drop
Sports,VR Squash 2017
Simulation,VR Squash 2017
VR,VR Squash 2017
Indie,Loops of Zen
Casual,Loops of Zen
Puzzle,Loops of Zen
Strategy,World Boxing Manager
Sports,World Boxing Manager
Simulation,World Boxing Manager
Sexual Content,VR GirlFriend
Casual,VR GirlFriend
RPG,VR GirlFriend
Adventure,Fumiko!
Indie,Fumiko!
Surreal,Fumiko!
Adventure,Historium VR - Relive the history of Bruges
Casual,Historium VR - Relive the history of Bruges
Historical,Historium VR - Relive the history of Bruges
Adventure,The Edgelands
Indie,The Edgelands
Female Protagonist,The Edgelands
Casual,Guardian Of December
Adventure,Guardian Of December
Indie,Guardian Of December
Indie,Metagalactic Blitz
Action,Metagalactic Blitz
Multiplayer,Metagalactic Blitz
Adventure,Fierce Tales: The Dog's Heart Collector's Edition
Casual,Fierce Tales: The Dog's Heart Collector's Edition
Hidden Object,Fierce Tales: The Dog's Heart Collector's Edition
Action,Deadly Edge
Indie,Deadly Edge
Adventure,Deadly Edge
Action,Rosenkreuzstilette
Indie,Rosenkreuzstilette
Platformer,Rosenkreuzstilette
Indie,Rosenkreuzstilette Freudenstachel
Action,Rosenkreuzstilette Freudenstachel
Anime,Rosenkreuzstilette Freudenstachel
Simulation,Fire Pro Wrestling World
Sports,Fire Pro Wrestling World
Wrestling,Fire Pro Wrestling World
Action,Adventuring Gentleman
Platformer,Adventuring Gentleman
Shooter,Adventuring Gentleman
Strategy,In Your Face TD
Action,In Your Face TD
Tower Defense,In Your Face TD
Casual,5-in-1 Pack - Monument Builders: Destination USA
Action,Santa's Special Delivery
Indie,Santa's Special Delivery
Gore,Santa's Special Delivery
Adventure,Whispered Secrets: The Story of Tideville Collector's Edition
Casual,Whispered Secrets: The Story of Tideville Collector's Edition
Hidden Object,Whispered Secrets: The Story of Tideville Collector's Edition
Strategy,Battle for Orion 2
Indie,Battle for Orion 2
Action,The Great Wobo Escape
Adventure,The Great Wobo Escape
Indie,The Great Wobo Escape
Indie,TheScreamer VR
Simulation,TheScreamer VR
VR,TheScreamer VR
Strategy,Pharaoh + Cleopatra
City Builder,Pharaoh + Cleopatra
Simulation,Pharaoh + Cleopatra
Casual,Scar of the Doll
Adventure,Scar of the Doll
Indie,Scar of the Doll
Free to Play,Soda Dungeon
RPG,Soda Dungeon
Pixel Graphics,Soda Dungeon
Action,Werther Quest
Indie,Werther Quest
Adventure,Werther Quest
Action,Ticket
Adventure,Ticket
Indie,Ticket
Indie,Space Hotel
Horror,Space Hotel
Stealth,Space Hotel
Indie,Smoots Tennis Survival Zombie
Casual,Smoots Tennis Survival Zombie
Sports,Smoots Tennis Survival Zombie
Adventure,Alone With You
Indie,Alone With You
Pixel Graphics,Alone With You
Simulation,Starfighter Origins
Space,Starfighter Origins
Space Sim,Starfighter Origins
RPG,Return to Krondor
Fantasy,Return to Krondor
Classic,Return to Krondor
Action,Killer Klownz
Violent,Killer Klownz
Adventure,Killer Klownz
Free to Play,Global Adventures
Massively Multiplayer,Global Adventures
RPG,Global Adventures
Early Access,Blueshift
Free to Play,Blueshift
Simulation,Blueshift
Action,Mobile Astro
Indie,Mobile Astro
Retro,Mobile Astro
Indie,The Station
Adventure,The Station
Story Rich,The Station
Adventure,Chimeras: Tune of Revenge Collector's Edition
Casual,Chimeras: Tune of Revenge Collector's Edition
Hidden Object,Chimeras: Tune of Revenge Collector's Edition
Action,Spacecats with Lasers VR
VR,Spacecats with Lasers VR
Casual,Gem Monster
Adventure,Gem Monster
Indie,Gem Monster
Action,Twisted
Platformer,Twisted
Racing,Hyperun
Sports,Hyperun
Indie,Hyperun
Early Access,Tier 1
Strategy,Tier 1
Action,Tier 1
Action,The Turkey of Christmas Past
Indie,The Turkey of Christmas Past
Hack and Slash,The Turkey of Christmas Past
Action,Redneck Rampage
Gore,Redneck Rampage
Violent,Redneck Rampage
Adventure,Christmas Stories: Nutcracker Collector's Edition
Casual,Christmas Stories: Nutcracker Collector's Edition
Hidden Object,Christmas Stories: Nutcracker Collector's Edition
Indie,Colorful Life
Casual,Colorful Life
Action,SWAM
Indie,SWAM
Casual,SWAM
Indie,Akihabara - Feel the Rhythm
Action,Akihabara - Feel the Rhythm
Music,Akihabara - Feel the Rhythm
Early Access,Kunlun Fight
Action,Kunlun Fight
Sports,Kunlun Fight
Casual,Pretty Girls Panic!
Sexual Content,Pretty Girls Panic!
Anime,Pretty Girls Panic!
Early Access,Sanctuary VR (Also contains non-VR version)
Adventure,Sanctuary VR (Also contains non-VR version)
Free to Play,Sanctuary VR (Also contains non-VR version)
Action,Tomato Way
Indie,Tomato Way
Adventure,Tomato Way
Early Access,Trainscape
Indie,Trainscape
Simulation,Trainscape
Indie,Evertree Inn
Adventure,Evertree Inn
RPG,Evertree Inn
Strategy,Zeus + Poseidon
City Builder,Zeus + Poseidon
Classic,Zeus + Poseidon
Adventure,The Crypts of Anak Shaba - VR
Action,The Crypts of Anak Shaba - VR
RPG,The Crypts of Anak Shaba - VR
RPG,The Bard's Tale IV: Barrows Deep
Dungeon Crawler,The Bard's Tale IV: Barrows Deep
Story Rich,The Bard's Tale IV: Barrows Deep
Education,Witly - language tutoring in VR
Casual,Holo-Graham
Adventure,Holo-Graham
Strategy,Holo-Graham
Indie,Bowling at the Lake
Casual,Bowling at the Lake
Sports,Bowling at the Lake
Indie,Zup! 6
Casual,Zup! 6
Puzzle,Zup! 6
Action,Elephant Express VR
Adventure,Elephant Express VR
Casual,Elephant Express VR
Early Access,Fractal
Action,Fractal
Adventure,Fractal
Adventure,The Search
Indie,The Search
Point & Click,The Search
Adventure,"Minions, Monsters, and Madness"
Indie,"Minions, Monsters, and Madness"
RPG,"Minions, Monsters, and Madness"
Action,Brain In My Head
Indie,Brain In My Head
Casual,Brain In My Head
Action,Child Of Ault
Adventure,Child Of Ault
VR,Child Of Ault
Indie,An Octonaut Odyssey
Adventure,An Octonaut Odyssey
Casual,An Octonaut Odyssey
Indie,Quizality
Casual,Quizality
Strategy,Quizality
Sports,Speedball Arena
VR,Speedball Arena
Indie,Speedball Arena
Strategy,Marinatide
Adventure,Marinatide
Fishing,Marinatide
Early Access,Ultimus bellum
Indie,Ultimus bellum
RPG,Ultimus bellum
Indie,Rule Your School
Simulation,Rule Your School
Action,Fighters Unleashed
Indie,Fighters Unleashed
Adventure,Fighters Unleashed
Early Access,Hover Skate VR
Skateboarding,Hover Skate VR
Sports,Hover Skate VR
Casual,The Jigsaw Puzzle Room
VR,The Jigsaw Puzzle Room
Action,DinoFense
Indie,DinoFense
Casual,DinoFense
Indie,Save the Ninja Clan
Action,Save the Ninja Clan
Violent,Save the Ninja Clan
Early Access,Meriwether: An American Epic
Adventure,Meriwether: An American Epic
RPG,Meriwether: An American Epic
Casual,Eye in the Sky
Indie,Eye in the Sky
Strategy,Eye in the Sky
Indie,UMA-War VR
Casual,UMA-War VR
VR,UMA-War VR
Action,Crimson Trigger
Indie,Crimson Trigger
Adventure,Crimson Trigger
VR,Beats Fever
Indie,Beats Fever
Rhythm,Beats Fever
Early Access,AmaranTime Arena
Action,AmaranTime Arena
Indie,AmaranTime Arena
Action,Pixel bomb! bomb!!
Indie,Pixel bomb! bomb!!
VR,Pixel bomb! bomb!!
Early Access,VR Dungeon Knight
Adventure,VR Dungeon Knight
RPG,VR Dungeon Knight
Early Access,VR Monster Awakens
Action,VR Monster Awakens
Indie,VR Monster Awakens
Indie,Wacky Wings VR
Casual,Wacky Wings VR
Racing,Wacky Wings VR
Casual,Rescue Team 6 Collector's Edition
Time Management,Rescue Team 6 Collector's Edition
Casual,Claws & Feathers 2
Indie,EscapeVR: Trapped Above the Clouds
Adventure,EscapeVR: Trapped Above the Clouds
VR,EscapeVR: Trapped Above the Clouds
Action,Crashimals
Casual,Crashimals
Indie,Crashimals
Racing,Russian Car Driver
Sports,Russian Car Driver
Memes,Russian Car Driver
Racing,Tapocalypse
Indie,Tapocalypse
RPG,Tapocalypse
Adventure,Game Royale 2 - The Secret of Jannis Island
Point & Click,Game Royale 2 - The Secret of Jannis Island
Satire,Game Royale 2 - The Secret of Jannis Island
Casual,TILE
Indie,TILE
Puzzle,TILE
Hidden Object,Under Leaves
Cute,Under Leaves
Casual,Under Leaves
Indie,AffordaGolf Online
Casual,AffordaGolf Online
Sports,AffordaGolf Online
Action,Putrefaction 2: Void Walker
Indie,Putrefaction 2: Void Walker
Gore,Putrefaction 2: Void Walker
Early Access,Wizards and Warlords
Strategy,Wizards and Warlords
RPG,Wizards and Warlords
Indie,Boogeyman 2
Strategy,Boogeyman 2
Horror,Boogeyman 2
Casual,Mahjong Magic Journey
Casual,Mosaics Galore
Puzzle,Mosaics Galore
Casual,Katy and Bob: Safari Cafe
Strategy,Katy and Bob: Safari Cafe
Management,Katy and Bob: Safari Cafe
Adventure,Mystery Mine
Indie,Mystery Mine
RPG,Mystery Mine
Simulation,Incorp Inc
Strategy,Incorp Inc
Adventure,Incorp Inc
Casual,Bunnyrama
Strategy,Bunnyrama
Adventure,Bunnyrama
Action,Scorch
Indie,Scorch
Casual,Scorch
Indie,Cat Goes Platform
Action,Cat Goes Platform
Casual,Cat Goes Platform
Indie,Super Death Arena
Action,Super Death Arena
Gore,Super Death Arena
Early Access,HORROR OF THE DEEP
Horror,HORROR OF THE DEEP
Adventure,HORROR OF THE DEEP
Casual,Cube Runner
Action,Cube Runner
Indie,Cube Runner
Casual,Slash It
Indie,Slash It
Action,Slash It
Adventure,The Deal
Indie,The Deal
Strategy,The Deal
Action,Atomic 79
Horror,Atomic 79
Indie,Atomic 79
Early Access,Heartbound
RPG,Heartbound
Adventure,Heartbound
Indie,Dodge Master
Racing,Dodge Master
Action,Dodge Master
Indie,HEPH
Action,HEPH
Adventure,HEPH
Action,Duke of Alpha Centauri
Casual,Duke of Alpha Centauri
Indie,Duke of Alpha Centauri
Action,RYAN BLACK
Adventure,RYAN BLACK
Indie,RYAN BLACK
Early Access,The Strayed
Adventure,The Strayed
Indie,The Strayed
Story Rich,Danganronpa V3: Killing Harmony
Anime,Danganronpa V3: Killing Harmony
Visual Novel,Danganronpa V3: Killing Harmony
Casual,Baseball Riot
Indie,Baseball Riot
Sports,Baseball Riot
Action,Serious Sam 3 VR: BFE
Indie,Serious Sam 3 VR: BFE
VR,Serious Sam 3 VR: BFE
Action,Merry Snowballs
Casual,Merry Snowballs
Sports,Merry Snowballs
Casual,Gamer Career Tycoon
Simulation,Gamer Career Tycoon
Indie,Gamer Career Tycoon
Casual,12 Labours of Hercules VI: Race for Olympus (Platinum Edition)
Strategy,12 Labours of Hercules VI: Race for Olympus (Platinum Edition)
Indie,12 Labours of Hercules VI: Race for Olympus (Platinum Edition)
Indie,Passage 4
Casual,Passage 4
Indie,Zero-G
Sports,Zero-G
Local Multiplayer,Zero-G
Casual,Santa Rockstar
Indie,Santa Rockstar
Music,Santa Rockstar
Casual,Blind Love
RPG,Blind Love
Simulation,Blind Love
Action,Last Mage Standing
Adventure,Last Mage Standing
VR,Last Mage Standing
Action,Macbat 64
Indie,Macbat 64
3D Platformer,Macbat 64
Action,Hyper Void
Indie,Hyper Void
Action,Gum Guy
Adventure,Gum Guy
Indie,Gum Guy
Adventure,Mayan Prophecies: Ship of Spirits Collector's Edition
Casual,Mayan Prophecies: Ship of Spirits Collector's Edition
Hidden Object,Mayan Prophecies: Ship of Spirits Collector's Edition
Casual,Duo
Indie,Duo
Puzzle,Duo
Management,Lobotomy Corporation | Monster Management Simulation
Simulation,Lobotomy Corporation | Monster Management Simulation
Indie,Lobotomy Corporation | Monster Management Simulation
Adventure,Wanderer: The Rebirth
Action,Wanderer: The Rebirth
RPG,Wanderer: The Rebirth
Indie,The Sibling Experiment
Simulation,The Sibling Experiment
Visual Novel,The Sibling Experiment
Indie,Pictopix
Casual,Pictopix
Puzzle,Pictopix
Indie,Castle Battles
Strategy,Castle Battles
Action,Castle Battles
Early Access,Depths of Limbo
Indie,Depths of Limbo
Action,Depths of Limbo
